nombre,atc,estado,fecha_seguimiento,listado
INSULINA GLARGINA SOLUCIÓN INYECTABLE 300 UI/ml,A10AE04,no_desabastecido,2026-03-27,cerrado
IOPRAMIDA SOLUCIÓN INYECTABLE 370 mg/ml,V08AB05,no_desabastecido,2024-06-28,cerrado
IPRATROPIO BROMURO SOLUCION PARA INHALACION 0.02 mg / 100 ml,R03BB01,no_desabastecido,2025-03-31,cerrado
IPATROPIO BROMURO AEROSOL 21 mcg / Inhalación,R03BB01,no_desabastecido,2025-03-31,cerrado
IPATROPIO BROMURO SOLUCION NASAL 62.6 mcg / Inhalación,R03BB01,no_desabastecido,2025-03-31,cerrado
IPATROPIO BROMURO SOLUCION PARA INHALACION 0.25 mg / Inhalación,R03BB01,no_desabastecido,2025-03-31,cerrado
IPATROPIO BROMURO SOLUCION PARA INHALACION 0.4 mg / Inhalación y 0.25 mg / Inhalación,R03BB01,no_desabastecido,2025-03-31,cerrado
IPATROPIO BROMURO AEROSOL 20 mcg / Inhalación,R03BB01,no_desabastecido,2025-03-31,cerrado
IPILIMUMAB SOLUCIÓN INYECTABLE 5 mg /ml,L01XC11,no_desabastecido,2022-11-10,cerrado
IRBESARTÁN TABLETA 150 mg Y 300 mg,C09CA04,no_desabastecido,2023-04-23,cerrado
"IRBESARTÁN + AMLODIPINO TABLETA 150 mg +10 mg;150 mg + 2,5 mg; 300 mg + 2,5 mg; 300 mg +10 mg; 150 mg + 5 mg Y 300 mg + 5 mg",C09DB04,no_desabastecido,2023-04-23,cerrado
IRBESARTAN + HIDROCLOROTIAZIDA TABLETA 12.5 mg + 150 mg,C09DA04,no_desabastecido,2025-04-30,cerrado
KETAMINA SOLUCION INYECTABLE 50 mg/ml Y 500 mg/ 10 ml,N01AX03,no_desabastecido,2025-08-29,cerrado
LABETALOL SOLUCIÓN INYECTABLE 100 mg/20 ml,C07AG01,no_desabastecido,2025-12-18,cerrado
"LACOSAMIDA TABLETA 50 mg, 100 mg, 150 mg y 200 mg",N03AX18,no_desabastecido,2026-04-22,cerrado
LAMIVUDINA + DOLUTEGRAVIR TABLETA 300 mg + 50 mg,J05AR25,no_desabastecido,2024-06-24,cerrado
"LENALIDOMIDA CAPSULA DURA 5 mg, 10 mg, 15 mg y 25 mg",L04AX04,no_desabastecido,2025-03-31,cerrado
LENALIDOMIDA CÁPSULA BLANDA 10 mg,L04AX04,no_desabastecido,2025-03-31,cerrado
LEVOFLOXACINA HEMIHIDRATO EQUIVALENTE A LEVOFLOXACINA 750mg TABLETA RECUBIERTA,J01MA12,no_desabastecido,2026-04-30,cerrado
LEVOFLOXACINO HEMIHIDRATO 512.462 MG EQUIVALENTE A LEVOFLOXACINO BASE 500 mg TABLETA CUBIERTA CON PELICULA,J01MA12,no_desabastecido,2026-04-30,cerrado
LEVOSIMENDAN SOLUCIÓN INYECTABLE 2.5 mg/ml Y 12.5 mg,C01CX08,no_desabastecido,2024-07-31,cerrado
LEVOTIROXINA SODICA TABLETA 62 mcg,H03AA01,no_desabastecido,2026-04-30,cerrado
LEVOTIROXINA SODICA TABLETA 137 mcg,H03AA01,no_desabastecido,2026-04-30,cerrado
LINAGLIPTINA TABLETA 5 mg,A10BH05,no_desabastecido,2025-04-30,cerrado
LIRAGLUTIDA SOLUCIÓN INYECTABLE 6 mg/ml,A10BJ02,no_desabastecido,2025-07-31,cerrado
"LISINOPRIL TABLETA 5 mg, 10 mg y 20 mg",C09AA03,no_desabastecido,2026-04-30,cerrado
LORAZEPAM TABLETA 1 mg y 2 mg,N05BA06,no_desabastecido,2026-04-30,cerrado
"LOSARTAN + HIDROCLOROTIAZIDA TABLETA 50 mg + 12.5 mg, 100 mg + 25 mg Y 100 mg + 12.5 mg",C09DA01,no_desabastecido,2024-09-30,cerrado
"LOSARTAN +AMLODIPINO TABLETA 50 mg + 2.5 mg,100 mg + 5 mg Y 50 mg + 5 mg",C09DB06,no_desabastecido,2023-04-23,cerrado
MACITENTAN TABLETA 10 mg,C02KX04,no_desabastecido,2023-04-23,cerrado
MARAVIROC TABLETA 150 mg,J05AX09,no_desabastecido,2025-07-31,cerrado
MEDROXIPROGESTERONA SOLUCIÓN INYECTABLE 150 mg/3 ml,G03AC06,no_desabastecido,2022-11-28,cerrado
MELFALÁN POLVO PARA RECONSTRUIR A SOLUCIÓN INYECTABLE 50 mg / VIAL,L01AA03,no_desabastecido,2023-02-17,cerrado
MELFALÁN TABLETA 2 mg,L01AA03,no_desabastecido,2024-04-25,cerrado
MEPERIDINA SOLUCIÓN INYECTABLE 100 mg/ 2 ml,N02AC02,no_desabastecido,2024-08-30,cerrado
"MEPIVACAINA SOLUCIÓN INYECTABLE 1%- 10 mg / ML, 2%- 20 mg / 1 mL Y 3%- 30 mg / ml",N01BB03,no_desabastecido,2020-06-08,cerrado
MERCAPTOPURINA TABLETA 50 mg,L01BB02,no_desabastecido,2026-02-27,cerrado
MESNA 400 mg SOLUCION INYECTABLE,V03AF01,no_desabastecido,2026-05-29,cerrado
METADONA SOLUCIÓN ORAL 10 mg/ml,N02AA05,no_desabastecido,2024-09-16,cerrado
"METAMIZOL SODICO / DIPIRONA SOLUCION INYECTABLE 1 g, 2 g, 2.5 mg / ml",N02BB02,no_desabastecido,2025-03-31,cerrado
METAMIZOL SODICO / DIPIRONA TABLETA 500 mg,N02BB02,no_desabastecido,2025-03-31,cerrado
METFORMINA +GLIMEPIRIDA TABLETA 850 mg + 15 mg,A10BD03,no_desabastecido,2024-06-28,cerrado
METFORMINA + EMPAGLIFLOZINA TABLETA 1000 mg + 12.5 mg,A10BD20,no_desabastecido,2025-12-19,cerrado
METFORMINA + EMPAGLIFLOZINA TABLETA 850 mg + 12.5 mg,A10BD20,no_desabastecido,2025-12-19,cerrado
METFORMINA CLORHIDRATO + VILDAGLIPTINA TABLETA 50 mg+ 500 mg; 50 mg+ 1000 mg,A10BD08,no_desabastecido,2026-03-31,cerrado
METILPREDNISOLONA SUSPENSION INYECTABLE 40 mg / ml,H02AB04,no_desabastecido,2026-03-31,cerrado
METIMAZOL / TIAMAZOL TABLETA 5 mg,H03BB02,no_desabastecido,2025-07-28,cerrado
METOCLOPRAMIDA SOLUCIÓN INYECTABLE 10 mg / 100 mL,A03FA01,no_desabastecido,2026-04-30,cerrado
METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO 10 mg TABLETA,A03FA01,no_desabastecido,2026-04-30,cerrado
MIFEPRISTONA TABLETA 200 mg,G03XB01,no_desabastecido,2022-08-19,cerrado
MILRINONA SOLUCION INYECTABLE 10 mg / 10 ml,C01CE02,no_desabastecido,2026-03-26,cerrado
MISOPROSTOL TABLETA 200 mcg,A02BB01,no_desabastecido,2025-03-31,cerrado
MITOXANTRONA SOLUCIÓN INYECTABLE 20 mg / VIAL (10 ml),L01DB07,no_desabastecido,2023-07-10,cerrado
MOLNUPIRAVIR TABLETA 200 mg,J05AX27,no_desabastecido,2022-07-18,cerrado
"MOMETASONA MOMETASONA CREMA TÓPICA 0,1 g",D07AC13,no_desabastecido,2025-10-31,cerrado
MORFINA CLORHIDRATO SOLUCION ORAL (3%) 30 mg/mL (600 mg / 20 mL),N02AA01,no_desabastecido,2026-04-30,cerrado
"MULTIENZIMAS (LIPASA, PROTEASA, ETC.) CAPSULA DURA 150 mg y 300 mg",A09AA02,no_desabastecido,2025-03-31,cerrado
"MULTIENZIMAS (LIPASA, PROTEASA, ETC.) GRANULOS 60.12 mg",A09AA02,no_desabastecido,2025-03-31,cerrado
"NEBIVOLOL TABLETA 2.5 mg, 5 mg, 10mg",C07AB12,no_desabastecido,2024-05-29,cerrado
NEOSTIGMINA SOLUCIÓN INYECTABLE 0.5 mg/ 1ml,N07AA01,no_desabastecido,2026-01-30,cerrado
NEVIRAPINA SUSPENSIÓN ORAL 50 mg / 5 ml (10 mg/ml),J05AG01,no_desabastecido,2025-05-30,cerrado
NIMODIPINO TABLETA 30 mg,C08CA06,no_desabastecido,2024-12-23,cerrado
NITROPRUSIATO DE SODIO SOLUCIÓN INYECTABLE 50 mg/2 ml,C02DD01,no_desabastecido,2023-04-23,cerrado
NOREPINEFRINA SOLUCIÓN INYECTABLE 4 mg / 4 ml,C01CA03,no_desabastecido,2026-03-31,cerrado
NORFLOXACINA TABLETA 400 mg,J01MA06,no_desabastecido,2026-03-31,cerrado
OLMERSARTAN TABLETA 20 mg Y 40 mg,C09CA08,no_desabastecido,2023-04-23,cerrado
"OLMESARTÁN + AMLODIPINO TABLETA 20 mg +5 mg, 40 mg +5 mg Y 40 mg + 10 mg",C09DB02,no_desabastecido,2023-04-23,cerrado
OLMESARTÁN + HIDROCLOROTIAZIDA TABLETA 40 mg + 12.5 mg Y 20 mg + 12.5 mg,C09DA08,no_desabastecido,2023-04-23,cerrado
OMEPRAZOL POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN 40 mg / VIAL,A02BC01,no_desabastecido,2025-04-30,cerrado
ONDANSETRÓN TABLETA ORODISPERSABLE 4 mg y 8 mg,A04AA01,no_desabastecido,2024-06-28,cerrado
"ONDANSETRON SOLUCION INYECTABLE 0,25 mg / 5 mL Y 8 mg / 100 mL",A04AA01,no_desabastecido,2025-08-29,cerrado
ONDANSETRON SOLUCION INYECTABLE 4 mg / 2 ml y 8 mg / 4 ml,A04AA01,no_desabastecido,2026-03-31,cerrado
ONDANSETRON TABLETA 4 mg y 8 mg,A04AA01,no_desabastecido,2025-03-31,cerrado
ONDANSETRÓN CLORHIDRATO SOLUCIÓN INYECTABLE 4 mg / 2 ml,A04AA01,no_desabastecido,2023-07-10,cerrado
OSELTAMIVIR CÁPSULA DURA 75 mg,J05AH02,no_desabastecido,2025-02-28,cerrado
OXCARBAZEPINA SUSPENSION ORAL 60 mg / ml,N03AF02,,2026-04-30,cerrado
OXIGENO GAS 0.93 y 0.99 (93% y 99%),V03AN01,no_desabastecido,2024-06-28,cerrado
"PACLITAXEL SOLUCIÓN INYECTABLE 30 mg/5 ml, 100 mg/ml Y 300 mg/50 ml",L01CD01,no_desabastecido,2024-05-29,cerrado
"PACLITAXEL POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE Y SOLUCION INYECTABLE 6 mg / vial, 30 mg / vial, 100 mg / vial",L01CD01,no_desabastecido,2025-03-31,cerrado
"PALIVIZUMAB SOLUCION INYECTABLE 50 mg / 0,5 ml Y 100 mg / 0,5 ml",J06BB16,no_desabastecido,2025-09-21,cerrado
PANCREATINA EN GRÁNULOS EQUIVALENTE A: 5000 unidades PH EUR. LIPASA 3600 unidades PH EUR. AMILASA 200 unidades PH EUR. PROTEASA,A09AA02,no_desabastecido,2024-05-28,cerrado
PARACETAMOL (ACETAMINOFÉN) TABLETA 500 mg,N02BE01,no_desabastecido,2026-05-29,cerrado
"PARACETAMOL (ACETAMINOFÉN) SOLUCIÓN ORAL 150 mg/5 mL, 250 mg/5 mL Y 100 mg/mL",N02BE01,no_desabastecido,2024-04-25,cerrado
PERINDOPRIL ARGINATO TABLETA 5 mg y 10 mg,C09AA04,no_desabastecido,2025-09-30,cerrado
"PERINDOPRIL + INDAPAMIDA + AMLODIPINO TABLETA 5 mf/1,25mg/10mg, 10mg/2,5mg/5,g y 10mg/2,5mg /10mg",C09BX01,no_desabastecido,2026-04-30,cerrado
PILOCARPINA CLORHIDRATO TABLETA 5 mg,N07AX01,no_desabastecido,2026-03-31,cerrado
PIRACETAM SOLUCION ORAL 8 g TABLETA 800 mg y 1200 mg,N06BX03,no_desabastecido,2026-04-30,cerrado
PIRITINOL SUSPENSIÓN ORAL 20 mg / 5 ml,N06BX02,no_desabastecido,2026-04-24,cerrado
PLERIXAFOR SOLUCIÓN INYECTABLE 24 mg/1.2 ml (820 mg/ml),L03AX16,no_desabastecido,2022-10-31,cerrado
POLIETILENGLICOL POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL 50 g/100 mL,A06AD15,no_desabastecido,2024-06-28,cerrado
POLIETILENGLICOL POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL 86.85 g y 100 g,A06AD15,no_desabastecido,2026-04-30,cerrado
POSACONAZOL TABLETA 100 mg,J02AC04,no_desabastecido,2026-03-26,cerrado
"PRAMIPEXOL TABLETA DE LIBERACION PROLONGADA 1.05 mg; 3 mg;1.5 mg; 4.5 mg; 0.75 mg, 0.375 mg Y 1 mg",N04BC05,no_desabastecido,2025-04-30,cerrado
PRAZOSIN TABLETA 1 mg,C02CA01,no_desabastecido,2026-04-30,cerrado
PREDNISOLONA SUSPENSIÓN OFTÁLMICA 10 mg/ml (1%),S01BA04,no_desabastecido,2023-10-27,cerrado
PRIMIDONA TABLETA 250 mg,N03AA03,no_desabastecido,2025-02-28,cerrado
PROGESTERONA CÁPSULA DURA 400 mg,G03DA04,no_desabastecido,2023-09-27,cerrado
PROPAFENONA TABLETA 150 mg y 300 mg,C01BC03,no_desabastecido,2025-10-28,cerrado
PROTAMINA SOLUCIÓN INYECTABLE 1000 UI/ml,B01AB14,no_desabastecido,2023-07-18,cerrado
RAUWOLFIA - ESCINA TABLETA 15 mg,C04AA02,no_desabastecido,2023-04-23,cerrado
RIBOCICLIB TABLETA 200 mg,L01XE42,no_desabastecido,2025-12-16,cerrado
"RIFAXIMINA TABLETA 200 mg, 400 mg Y 550 mg",A07AA11,no_desabastecido,2024-09-30,cerrado
RILUZOL TABLETA 50 mg,N07XX02,no_desabastecido,2024-04-25,cerrado
"RIOCIGUAT TABLETA 0.5 mg, 1 mg, 1.5 mg, 2 mg Y 2.5 mg",C02KX03,no_desabastecido,2023-04-23,cerrado
RISPERIDONA SOLUCION ORAL 100 mg / 100 ml,N05AX08,no_desabastecido,2025-03-31,cerrado
RISPERIDONA POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE 25 mg / VIAL,N05AX08,no_desabastecido,2025-03-31,cerrado
RISPERIDONA POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE 37.5 mg / VIAL,N05AX08,no_desabastecido,2025-03-31,cerrado
RITONAVIR CAPSULA DURA 100 mg,J05AE03,no_desabastecido,2025-04-30,cerrado
"RITUXIMAB SOLUCIÓN INYECTABLE 10 mg / mL, 100 mg / 10 mL, 500 mg / 50 ml, 1400 mg / Vial",L01XC02,no_desabastecido,2026-05-29,cerrado
ROSUVASTATINA + EZETIMIBE TABLETA 20 mg/10 mg y 40 mg/10 mg,C10BA06,no_desabastecido,2024-06-28,cerrado
ROSUVASTATINA + FENOFIBRATO CÁPSULA DURA 20 mg/135 mg Y 5 mg/135 mg,C10BA06,no_desabastecido,2024-09-30,cerrado
"ROSUVASTATINA TABLETA 10 mg, 20 mg Y 40 mg",C10AA07,no_desabastecido,2025-10-31,cerrado
"ROTIGOTINA PARCHE TRANSDERMICO 9 mg LIBERA 4 mg EN 24 horas; 13,5 mg LIBERA 6 mg EN 24 horas; 18 mg LIBERA 8 mg EN 24 horas",N04BC09,no_desabastecido,2025-05-30,cerrado
RUXOLITINIB TABLETA 5 mg,L01XE18,no_desabastecido,2025-08-29,cerrado
SACARATO DE HIERRO III SOLUCIÓN INYECTABLE 100 mg/5 ml (20 mg/ml),B03AC02,no_desabastecido,2024-05-29,cerrado
SALMETEROL + FLUTICASONA SUSPENSIÓN PARA INHALACIÓN 25 mcg + 125 mcg,R03AK06,no_desabastecido,2024-09-30,cerrado
"SEMAGLUTIDA SOLUCION INYECTABLE 0.68 mg/ml, 1.34 mg,/ml SEMAGLUTIDA TABLETA 3 mg, 7 mg, 14 mg",A10BJ06,no_desabastecido,2025-11-28,cerrado
"SITAGLIPTINA TABLETA 25 mg, 50 mg Y 100 mg",A10BH01,no_desabastecido,2025-08-29,cerrado
SODIO YODURO (131I) CAPSULA DURA 37 MBq,V10XA01,no_desabastecido,2025-03-31,cerrado
SODIO YODURO (131I) CAPSULA DURA 5500 MBq,V10XA01,no_desabastecido,2025-03-31,cerrado
SODIO YODURO (131I) SOLUCION INYECTABLE 740 MBq,V09FX03,no_desabastecido,2025-03-31,cerrado
SODIO YODURO (131I) CAPSULA DURA 7400 MBq,V09FX03,no_desabastecido,2025-03-31,cerrado
SOMATROPINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE 12 mg (36 U.I.) / VIAL,H01AC01,no_desabastecido,2026-03-26,cerrado
"SOMATROPINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE 5,3mg (16 U.I.) / VIAL",H01AC01,no_desabastecido,2026-03-26,cerrado
SOMATROPINA SOLUCION INYECTABLE 15 mg /1.5 ml (10 mg/ml),H01AC01,no_desabastecido,2026-03-26,cerrado
"SOMATROPINA SOLUCION INYECTABLE 10 mg/1,5 ml (6.7 mg/ml)",H01AC01,no_desabastecido,2026-03-26,cerrado
SULFACETAMIDA SOLUCIÓN OFTÁLMICA 10%,S01AB04,no_desabastecido,2024-07-31,cerrado
SULFATO DE MAGNESIO SOLUCIÓN INYECTABLE 20%,B05XA01,no_desabastecido,2023-09-27,cerrado
"SULFATO DE ZINC SOLUCIÓN ORAL 200 mg, 400 mg y 549 mg",A12CB01,no_desabastecido,2026-04-30,cerrado
SULFATO FERROSO SOLUCIÓN ORAL 25 mg/1mL,B03AA07,no_desabastecido,2024-05-29,cerrado
SUXAMETONIO / SUCCINILCOLINA CLORURO SOLUCIÓN INYECTABLE 100 mg/ml,M03AB01,no_desabastecido,2025-10-31,cerrado
TACROLIMUS SOLUCIÓN INYECTABLE 5 mg/ml,L04AD02,no_desabastecido,2020-06-08,cerrado
TAMOXIFENO TABLETA 20 mg,L02BA01,no_desabastecido,2025-02-28,cerrado
"TAMSULOSINA TABLETA 0,4 mg",G04CA02,no_desabastecido,2023-03-31,cerrado
"TAMSULOSINA + DUTASTERIDE TABLETA 0,4 mg + 0,5 mg",G04CA52,no_desabastecido,2025-02-28,cerrado
TECNECIO 99 POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 2 GBq y 740 GBq.,V09FX01,no_desabastecido,2026-05-29,cerrado
TERBINAFINA TABLETA 250 mg,D01BA02,no_desabastecido,2026-03-31,cerrado
"TELMISARTÁN + AMLODIPINO TABLETA 10 mg + 40 mg, 10 mg + 80 mg y 80 mg + 5 mg",C09DB04,no_desabastecido,2025-10-28,cerrado
"TELMISARTAN + HIDROCLOROTIAZIDA TABLETA 80 mg + 25 mg Y 80 mg + 12,5 mg",C09DA08,no_desabastecido,2023-04-23,cerrado
TELMISARTAN TABLETA 40 mg Y 80 mg,C09CA07,no_desabastecido,2025-05-30,cerrado
TENECTEPLASA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE (EQUIVALENTE A 10000 UI) 50 mg / vial,B01AD11,no_desabastecido,2025-11-28,cerrado
TENOFOVIR DISOPROXIL + EMTRICITABINA TABLETA 300 mg + 200 mg,J05AR03,no_desabastecido,2024-04-30,cerrado
TESTOSTERONA GEL TOPICO 1 g,G03BA03,no_desabastecido,2025-12-31,cerrado
MALEATO DE TIMOLOL EQUIVALENTE A TIMOLOL SOLUCION OFTALMICA 5 mg/ml,S01ED01,no_desabastecido,2026-01-30,cerrado
TIOGUANINA TABLETA 40 mg,L01BB01,no_desabastecido,2023-07-10,cerrado
TIOPENTAL POLVO PARA SOLUCIÓN INYECTABLE INTRAVENOSO 1 g/ VIAL,N01AF03,no_desabastecido,2025-02-27,cerrado
"TOCILIZUMAB SOLUCIÓN INYECTABLE / SOLUCIÓN PARA INFUSIÓN 200 mg / 10 ml, 80 mg / 4 ml y 162 mg / 0.9 ml",L04AC07,no_desabastecido,2026-02-25,cerrado
TOLTERODINA CAPSULA DE LIBERACION PROLONGADA 2 mg Y 4 mg,G04BD07,no_desabastecido,2025-03-31,cerrado
TOXOIDE PURIFICADO DE DIFTERIA 30LF (>=20 UI) 30.00000 Lf | TOXOIDE PURIFICADO DE TÉTANO 10LF (>=40 UI) 10.00000 Lf | TOXOIDE PURIFICADO ADSORBIDO DE PERTUSSIS 25.00000 mcg | HEMAGLUTININA FILAMENTOSA 25.00000 mcg | VIRUS DE POLIOMIELITIS INACTIVADOS TIPO 1 29.00000 DU | VIRUS DE POLIOMIELITIS INACTIVADOS TIPO 2 7.00000 DU | VIRUS DE POLIOMIELITIS INACTIVADOS TIPO 3 26.00000 DU | POLISACARIDO DE HAEMOPHILUS INFLUENZAE TIPO B COMBINADO A LA PROTEINA TETÁNICA (18-30 MCG) 10.00000 mcg POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,J07CA06,no_desabastecido,2026-03-31,cerrado
TOXOIDE DIFTERIA MODIFICADO 30LF (=20 UI) 30.00000 Lf | TOXOIDE TETANICO PURIFICADO 10LF (=40 UI) 10.00000 Lf | TOXOIDE PERTUSICO PURIFICADO ABSORBIDO 25.00000 mcg | HEMAGLUTININA FILAMENTOSA PURIFICADA ADSORBIDA 25.00000 mcg | VIRUS DE POLIOMIELITIS INACTIVADO TIPO 1 29.00000 DU | VIRUS DE POLIOMIELITIS INACTIVADO TIPO 2 7.00000 DU | VIRUS DE POLIOMIELITIS INACTIVADO TIPO 3 26.00000 DU SUSPENSION INYECTABLE,J07CA02,no_desabastecido,2026-03-31,cerrado
TOXOIDE DIFTERICO (MAYOR O IGUAL 20UI) 30.00000 Lf | TOXOIDE TETANICO (MAYOR O IGUAL 40UI) 10.00000 Lf | ANTIGENOS DE BORDETELLA PERTUSIS: TOXOIDE PERTUSICO 25.00000 µg | ANTIGENOS DE BORDETELLA PERTUSIS: HEMAGLUTININA FILAMENTOSA 25.00000 µg | POLIOVIRUS INACTIVADO TIPO 1 (MAHONEY) 29.00000 DU | POLIOVIRUS INACTIVADO TIPO 2 (MEF- 1) 7.00000 DU | POLIOVIRUS INACTIVADO TIPO 3 (SAUKETT) 26.00000 DU | ANTIGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B 10.00000 µg | POLISACARIDO DE HAEMOPHILUS INFLUENZAE TIPO B (CONJUGADO CON PROTEINA TETANICA (PRPT) 22 - 36 MCG) 12.00000 µg SUSPENSION INYECTABLE,J07CA09,no_desabastecido,2026-03-31,cerrado
TOXOIDE DIFTERICO 2.00000 IU | TOXOIDE TETANICO 20.00000 IU | TOXOIDE PERTUSSIS 8.00000 mcg | HEMAGLUTININA FILAMENTOSA 8.00000 mcg | PERTACTINA 2.50000 mcg SUSPENSION INYECTABLE,J07AJ52,no_desabastecido,2026-03-31,cerrado
TOXOIDE PERTUSICO ADSORBIDO 2.50000 µg | HEMAGLUTININA FILAMENTOSA ADSORBIDA 5.00000 µg | FIMBRIAS TIPOS 2 Y 3 ADSORBIDAS 5.00000 µg | PERTACTINA ADSORBIDA 3.00000 µg | TOXOIDE DIFTERICO ADSORBIDO 2.00000 LfU | TOXOIDE TETANICO ADSORBIDO 5.00000 LfU SUSPENSIÓN INYECTABLE,J07AM51,no_desabastecido,2026-03-31,cerrado
TOXOIDE DIFTERICO NO MENOS DE 30.00000 UI | TOXOIDE TETANICO NO MENOS DE 40.00000 UI | ANTÍGENOS DE BORDETELLA PERTUSSIS: TOXOIDE PERTUSICO (P) 25.00000 mcg | HEMAGLUTININA FILAMENTOSA (FHA) 25.00000 mcg | PERTACTINA ((PRN) 1 8.00000 mcg | ANTIGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B RECOMBINANTE (HBSAG) 10.00000 mcg | POLISACÁRIDO CAPSULAR DE HAEMOPHILUS INFLUENZAE TIPO B (PRP) CONJUGADO CON TOXOIDE TETANICO (TT) DE APROXIMADAMENTE 25MCG 10.00000 mcg | VIRUS DE POLIO INACTIVADO (CEPA MAHONEY) (IPV) TIPO 1 40.00000 UD | VIRUS DE POLIO INACTIVADO (CEPA MEF-1) (IPV) TIPO 2 8.00000 UD | VIRUS DE POLIO INACTIVADO (CEPA SAUKETT) (IPV) TIPO 3 32.00000 UD POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,J07CA09,no_desabastecido,2026-03-31,cerrado
TRAMADOL SOLUCIÓN INYECTABLE 50 mg/ml y 100 mg/ 2 ml,N02AX02,no_desabastecido,2025-10-31,cerrado
TRAMADOL SOLUCIÓN ORAL 100 mg,N02AX02,no_desabastecido,2026-05-29,cerrado
TRAMADOL CAPSULA 50mg,N02AX02,no_desabastecido,2026-05-29,cerrado
TRANDOLAPRIL + VERAPAMILO TABLETA DE LIBERACIÓN PROLONGADA 2 mg +180 mg Y 4 mg + 240 mg,C09DB06,no_desabastecido,2025-02-28,cerrado
TRIMEBUTINA TABLETA 200 mg y 300 mg,A03AA05,no_desabastecido,2024-12-23,cerrado
TRIMETOPRIM + SULFAMETOXAZOL TABLETA 160 mg + 800 mg,J01EE01,no_desabastecido,2025-04-30,cerrado
TRIMETOPRIM + SULFAMETOXAZOL SOLUCIÓN INYECTABLE 80 mg + 400 mg,J01EE01,no_desabastecido,2026-02-27,cerrado
UPADACITINIB TABLETA LIBERACION PROLONGADA 15 mg y 30 mg,L04AA44,no_desabastecido,2026-04-30,cerrado
VACUNA STREPTOCOCCUS PNEUMONIAE TIPO 12F / NEUMOCOCO ANTÍGENOS POLISACÁRIDOS PURIFICADOS SOLUCIÓN INYECTABLE,J07AP01,no_desabastecido,2023-07-18,cerrado
VALGANCICLOVIR TABLETA 450 mg,J05AB14,no_desabastecido,2026-01-30,cerrado
"VALSARTÁN + HIDROCLOROTIAZIDA TABLETA 160 mg + 12.5 mg, 160 mg + 25 mg, 320 mg + 12.5 mg y 320 mg + 25 mg",C09DA03,no_desabastecido,2026-03-31,cerrado
"VALSARTÁN + SACUBITRILO TABLETA 50 mg + 160 mg, 100 mg + 160 mg Y 300 mg + 160 mg",C09DX02,no_desabastecido,2023-04-23,cerrado
VALSARTÁN +INDAPAMINA TABLETA 160mg + 1.25 mg Y 160 mg + 2.5 mg,C09DA07,no_desabastecido,2023-04-23,cerrado
VANCOMICINA POLVO ESTÈRIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 500 mg / VIAL,J01XA01,no_desabastecido,2025-05-30,cerrado
"VENLAFAXINA CÁPSULA DE LIBERACION PROLONGADA 37.5 mg, 75 mg y 150 mg",N06AX16,no_desabastecido,2026-05-29,cerrado
VERAPAMILO TABLETA 80 mg Y 120 mg,C08DA01,no_desabastecido,2025-02-28,cerrado
VINBLASTINA POLVO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 10 mg / VIAL,L01CA01,no_desabastecido,2023-07-10,cerrado
VINBLASTINA SOLUCIÓN INYECTABLE 10 mg / 10 ml,L01CA01,no_desabastecido,2024-06-28,cerrado
VINCRISTINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 1 mg / VIAL,L01CA02,no_desabastecido,2023-07-10,cerrado
VINCRISTINA SOLUCIÓN INYECTABLE 1 mg/ml,L01CA02,no_desabastecido,2023-07-10,cerrado
VINORELBINA SOLUCIÓN CONCENTRADA INYECTABLE PARA INFUSIÓN 50 mg / 5 mL,L01CA04,no_desabastecido,2023-07-10,cerrado
"VIRUS CONTRA LA RABIA (CEPA WISTAR RABIES PM/WI38 1503-3M) POLVO ESTERIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 2,5 UI / Dosis (0,5 mL)",J07BG01,no_desabastecido,2025-01-14,cerrado
ZOPICLONA TABLETA 7.5 mg,N05CF01,no_desabastecido,2025-12-18,cerrado
